iter	Passed	Remaining
364	10656	9780
365	10682	9748
366	10707	9715
367	10734	9684
368	10771	9662
369	10802	9634
370	10828	9602
371	10853	9569
372	10882	9540
373	10911	9510
374	10937	9479
375	10964	9447
376	10993	9419
377	11023	9390
378	11046	9356
379	11073	9325
380	11111	9303
381	11147	9279
382	11276	9332
383	11304	9302
384	11330	9270
385	11355	9237
386	11380	9204
387	11405	9171
388	11428	9137
389	11454	9104
390	11480	9073
391	11508	9042
392	11533	9009
393	11560	8978
394	11584	8945
395	11609	8912
396	11633	8879
397	11658	8846
398	11683	8813
399	11707	8780
400	11731	8747
401	11755	8714
402	11778	8680
403	11809	8652
404	11842	8625
405	11869	8595
406	11896	8564
407	11923	8533
408	11949	8501
409	11977	8471
410	12006	8442
411	12035	8413
412	12061	8381
413	12101	8360
414	12133	8332
415	12161	8302
416	12188	8271
417	12223	8246
418	12248	8214
419	12272	8181
420	12295	8148
421	12319	8115
422	12348	8086
423	12375	8055
424	12404	8026
425	12432	7996
426	12462	7967
427	12503	7946
428	12540	7922
429	12565	7889
430	12591	7858
431	12616	7827
432	12644	7797
433	12670	7765
434	12693	7732
435	12718	7701
436	12743	7669
437	12769	7638
438	12793	7606
439	12819	7575
440	12844	7543
441	12869	7512
442	12891	7478
443	12915	7446
444	12940	7415
445	12966	7384
446	12989	7351
447	13012	7319
448	13037	7288
449	13063	7257
450	13088	7226
451	13144	7212
452	13180	7186
453	13206	7155
454	13269	7145
455	13293	7112
456	13325	7085
457	13352	7055
458	13384	7027
459	13408	6995
460	13431	6963
461	13459	6933
462	13484	6902
463	13512	6872
464	13542	6844
465	13577	6817
466	13602	6786
467	13628	6756
468	13655	6725
469	13680	6694
470	13704	6663
471	13729	6632
472	13754	6600
473	13779	6569
474	13802	6538
475	13830	6508
476	13853	6476
477	13879	6446
478	13903	6414
479	13928	6383
480	13950	6351
481	13976	6321
482	14000	6290
483	14027	6260
484	14053	6229
485	14078	6199
486	14105	6169
487	14131	6139
488	14157	6109
489	14182	6078
490	14207	6047
491	14236	6018
492	14261	5988
493	14286	5957
494	14309	5926
495	14331	5894
496	14355	5863
497	14381	5833
498	14408	5803
499	14435	5774
500	14457	5742
501	14481	5711
502	14506	5681
503	14533	5651
504	14557	5621
505	14582	5590
506	14606	5560
507	14630	5529
508	14653	5498
509	14676	5467
510	14703	5438
511	14730	5409
512	14759	5380
513	14787	5350
514	14810	5320
515	14837	5290
516	14864	5261
517	14892	5232
518	14919	5203
519	14946	5173
520	14970	5143
521	14994	5113
522	15017	5082
523	15041	5052
524	15063	5021
525	15088	4991
526	15111	4960
527	15134	4930
528	15161	4900
529	15187	4871
530	15214	4842
531	15239	4812
532	15264	4782
533	15290	4753
534	15315	4723
535	15344	4694
536	15367	4664
537	15392	4634
538	15415	4604
539	15441	4575
540	15466	4545
541	15493	4516
542	15517	4486
543	15543	4457
544	15569	4428
545	15597	4399
546	15620	4369
547	15645	4339
548	15670	4310
549	15693	4279
550	15719	4250
551	15747	4222
552	15774	4193
553	15804	4165
554	15832	4136
555	15862	4108
556	15898	4081
557	16046	4083
558	16105	4062
559	16142	4035
560	16176	4008
561	16208	3980
562	16249	3954
563	16289	3927
564	16373	3912
565	16417	3886
566	16455	3860
567	16488	3831
568	16524	3804
569	16561	3777
570	16673	3766
571	16720	3741
572	16766	3716
573	16839	3696
574	16896	3673
575	16977	3654
576	17024	3629
577	17061	3601
578	17099	3573
579	17135	3545
580	17217	3526
581	17263	3500
582	17300	3471
583	17338	3443
584	17372	3415
585	17444	3393
586	17503	3369
587	17538	3340
588	17571	3311
589	17611	3283
590	17648	3255
591	17731	3234
592	17778	3207
593	17815	3179
594	17853	3150
595	17888	3121
596	17918	3091
597	17944	3060
598	17970	3030
599	17997	2999
600	18025	2969
601	18051	2938
602	18077	2908
603	18103	2877
604	18127	2846
605	18153	2815
606	18181	2785
607	18209	2755
608	18234	2724
609	18261	2694
610	18302	2666
611	18339	2637
612	18369	2607
613	18394	2576
614	18421	2546
615	18449	2515
616	18473	2485
617	18497	2454
618	18524	2424
619	18554	2394
620	18580	2363
621	18606	2333
622	18631	2302
623	18654	2272
624	18680	2241
625	18703	2211
626	18729	2180
627	18755	2150
628	18778	2119
629	18808	2089
630	18834	2059
631	18856	2028
632	18882	1998
633	18922	1969
634	18969	1941
635	18995	1911
636	19020	1881
637	19046	1850
638	19071	1820
639	19097	1790
640	19121	1759
641	19144	1729
642	19169	1699
643	19195	1669
644	19221	1639
645	19248	1609
646	19272	1578
647	19293	1548
648	19321	1518
649	19347	1488
650	19370	1458
651	19395	1427
652	19422	1397
653	19446	1367
654	19469	1337
655	19492	1307
656	19517	1277
657	19540	1247
658	19564	1217
659	19591	1187
660	19617	1157
661	19640	1127
662	19664	1097
663	19691	1067
664	19717	1037
665	19740	1007
666	19767	977
667	19794	948
668	19820	918
669	19848	888
670	19871	858
671	19895	828
672	19921	799
673	19945	769
674	19968	739
675	19995	709
676	20020	680
677	20046	650
678	20072	620
679	20094	591
680	20124	561
681	20154	531
682	20178	502
683	20206	472
684	20233	443
685	20262	413
686	20287	383
687	20313	354
688	20338	324
689	20361	295
690	20387	265
691	20411	235
692	20437	206
693	20462	176
694	20489	147
695	20514	117
696	20538	88
697	20564	58
698	20586	29
699	20613	0
