iter	Logloss
220	0.2493009977
221	0.2491470115
222	0.2490491419
223	0.2488201982
224	0.2485863842
225	0.2483404882
226	0.2481080827
227	0.2478842922
228	0.2477635376
229	0.247482723
230	0.2473411912
231	0.2471601023
232	0.2470279091
233	0.2467439168
234	0.2465839299
235	0.2464039454
236	0.2462078039
237	0.2459647755
238	0.2458824998
239	0.2457485988
240	0.2455459146
241	0.2454421939
242	0.245208832
243	0.2449107228
244	0.2446101801
245	0.244396552
246	0.2442472342
247	0.2440385678
248	0.2437928552
249	0.243637388
250	0.2434297983
251	0.2432186118
252	0.2430096244
253	0.2427535336
254	0.2424903001
255	0.2422536539
256	0.2420301575
257	0.241756604
258	0.2413478436
259	0.2412293667
260	0.2407781378
261	0.2405461653
262	0.2404544767
263	0.2403764542
264	0.2402287121
265	0.2399824437
266	0.2398823883
267	0.2396429446
268	0.2393188309
269	0.2391513083
270	0.2388414947
271	0.2385667494
272	0.238321941
273	0.2380592753
274	0.2377421021
275	0.2375215953
276	0.2373247636
277	0.2372091456
278	0.2369176459
279	0.2366695175
280	0.2364890648
281	0.236320475
282	0.2361572658
283	0.2358687528
284	0.2356923527
285	0.2354517608
286	0.2352697203
287	0.2350902901
288	0.2348480388
289	0.234674203
290	0.2345172898
291	0.2343351753
292	0.2341661429
293	0.2339416728
294	0.2337703123
295	0.23354044
296	0.2332770485
297	0.2330713608
298	0.2327765806
299	0.2326399473
300	0.2325049052
301	0.2323753688
302	0.232110425
303	0.2320203372
304	0.231689326
305	0.2315628412
306	0.2313656202
307	0.2311299961
308	0.2307685731
309	0.2305662312
310	0.2303000759
311	0.2300875454
312	0.2299123058
313	0.2297473451
314	0.2296505832
315	0.229352504
316	0.2290433539
317	0.2289448799
318	0.2287603955
319	0.2286313352
320	0.228484743
321	0.2283427483
322	0.2281449667
323	0.2279697138
324	0.2277675143
325	0.227623478
326	0.227396909
327	0.2272918616
328	0.2271622358
329	0.2268667297
330	0.2266967806
331	0.226568687
332	0.2263764044
333	0.2262870472
334	0.2260045826
335	0.2258270951
336	0.2255837462
337	0.2253375232
338	0.2251892147
339	0.2249921393
340	0.2248908342
341	0.2248224217
342	0.2246301243
343	0.2244607221
344	0.2243348515
345	0.2241309404
346	0.2240124584
347	0.2238921917
348	0.2237780637
349	0.2236947633
350	0.2235798426
351	0.2233582695
352	0.2231994971
353	0.2230870515
354	0.2229721418
355	0.2227280883
356	0.2226386712
357	0.222550159
358	0.2224906914
359	0.222303673
360	0.2222151461
361	0.2220635602
362	0.2219533013
363	0.2218649131
364	0.2216453921
365	0.22147737
366	0.2213602561
367	0.2212399898
368	0.2211145622
369	0.220880945
370	0.2207097979
371	0.2206265009
372	0.2204956501
373	0.220385979
374	0.2202152252
375	0.2200653948
376	0.2199814849
377	0.2197845891
378	0.219558574
379	0.2193282933
380	0.2191186225
381	0.2189957176
382	0.2188730534
383	0.2186853133
384	0.2185604796
385	0.2184149981
386	0.218265681
387	0.2181290615
388	0.2180187796
389	0.2178281624
390	0.2176910864
391	0.2175754524
392	0.2174223234
393	0.2173539432
394	0.2172431139
395	0.2169705861
396	0.2168361308
397	0.2166174926
398	0.2164896881
399	0.2163782567
400	0.2162453383
401	0.216173687
402	0.2160560822
403	0.216000231
404	0.2158637073
405	0.215761436
406	0.2155110105
407	0.2153826669
408	0.2152899697
409	0.2151807879
410	0.2149840303
411	0.2148604799
412	0.214755562
413	0.2145938669
414	0.2144967011
415	0.2144032074
416	0.2142448126
417	0.2139482092
418	0.2136867807
419	0.2135962867
420	0.2133864979
421	0.2132746485
422	0.2130941981
423	0.212753275
424	0.2125709086
425	0.212401534
426	0.2122904582
427	0.212181608
428	0.2120659144
429	0.2119597344
430	0.2118295379
431	0.2117420539
432	0.2116104029
433	0.2113492181
434	0.2112380522
435	0.2110547804
436	0.2109032505
437	0.210809389
438	0.2107822757
439	0.2106492812
440	0.2105905011
441	0.2102538637
442	0.2100937546
443	0.2099732732
444	0.2098779663
445	0.2097766517
446	0.2095925424
447	0.2095049681
448	0.209398147
449	0.2093270291
450	0.2092298655
451	0.2091066837
452	0.2090313493
453	0.2088867928
454	0.208816139
455	0.2085864907
456	0.2085323736
457	0.2084053729
458	0.2083118545
459	0.2082255026
460	0.2081143766
461	0.2079461635
462	0.207852283
463	0.2077490098
464	0.207652297
465	0.2075459617
466	0.2074179017
467	0.2072396726
468	0.2071343753
469	0.2070416468
470	0.2067999838
471	0.2066874621
472	0.2065473828
473	0.2063722412
474	0.206162616
475	0.2060107209
476	0.2058674227
477	0.2057856087
478	0.2056159033
479	0.2053596327
480	0.2052149704
481	0.2051687453
482	0.2050030995
483	0.2048585457
484	0.2046175555
485	0.2045735474
486	0.2044402003
487	0.2043146414
488	0.204200376
489	0.2040878474
490	0.2040511706
491	0.203955626
492	0.2038735046
493	0.2037394044
494	0.2035295914
495	0.2034815237
496	0.2033890719
497	0.2033154088
498	0.2032302946
499	0.203102502
500	0.203040119
501	0.2028451779
502	0.2026516962
503	0.2026022136
504	0.2023758741
505	0.2022505839
506	0.2021055464
507	0.2019998394
508	0.201836426
509	0.2017127713
510	0.2016650503
511	0.2015497527
512	0.2014643746
513	0.2013322888
514	0.2012630814
515	0.2010814718
516	0.201055377
517	0.2009139257
518	0.2008484174
519	0.2007367485
520	0.2006495983
521	0.2005863146
522	0.2005135238
523	0.2004389753
524	0.2003205251
525	0.200247097
526	0.2000026468
527	0.1999175152
528	0.1998340091
529	0.1998190031
530	0.1996615093
531	0.1995067884
532	0.1994024485
533	0.1993524042
534	0.1991879729
535	0.199048103
536	0.1988431997
537	0.1986941717
538	0.1986189856
539	0.1984771947
540	0.1983855491
541	0.1982226366
542	0.1981341438
543	0.1980533479
544	0.1979854684
545	0.1978682733
546	0.1978283292
547	0.1977343064
548	0.1976184392
549	0.197477215
550	0.1974584296
551	0.1973259338
552	0.1972198531
553	0.1971093423
554	0.196983496
555	0.1968729027
556	0.1966857407
557	0.1965865079
558	0.1964485884
559	0.1962896459
560	0.1962127786
561	0.1961348938
562	0.1960284223
563	0.1958820929
564	0.1957829391
565	0.1956788055
566	0.1955450303
567	0.1954908953
568	0.1953808514
569	0.1953170426
570	0.1951827304
571	0.1951137851
572	0.1950195151
573	0.1949128928
574	0.1947581552
575	0.1946527694
576	0.1945486261
577	0.194461708
578	0.1943457536
579	0.1942293698
580	0.1940863767
581	0.1939306875
582	0.1938442246
583	0.1937657344
584	0.1936019867
585	0.19354588
586	0.1934412863
587	0.1933816402
588	0.1932267507
589	0.1930815769
590	0.1929753269
591	0.1928599618
592	0.1927644093
593	0.1926846279
594	0.1926755195
595	0.1925380815
596	0.192457994
597	0.1923578379
598	0.192242576
599	0.1921508649
600	0.1921067526
601	0.1920416301
602	0.191967204
603	0.191861458
604	0.1917801408
605	0.1916950775
606	0.1915782668
607	0.1915009874
608	0.1914112651
609	0.1913486334
610	0.1912576976
611	0.1912124435
612	0.1911250673
613	0.1910269012
614	0.1909017627
615	0.1908035321
616	0.1907391772
617	0.19068985
618	0.1906373573
619	0.1905715311
620	0.1904458264
621	0.1903366203
622	0.1902683473
623	0.190160089
624	0.1900739925
625	0.1900384087
626	0.1900242809
627	0.1899861755
628	0.1899354973
629	0.1898812817
630	0.1897409936
631	0.1896524746
632	0.1895475888
633	0.1894658811
634	0.1892841875
635	0.1891471453
636	0.1890258438
637	0.1889951403
638	0.1888577967
639	0.1887798183
640	0.1886554984
641	0.1885559914
642	0.1884748624
643	0.1884369817
644	0.188416183
645	0.1883209466
646	0.1882048554
647	0.188163973
648	0.1880236113
649	0.1879691984
650	0.1878023686
651	0.1877200538
652	0.187646929
653	0.187552854
654	0.1874054073
655	0.1872780336
656	0.1871801752
657	0.187089935
658	0.1869206192
659	0.1868677896
660	0.1868357215
661	0.1867589076
662	0.1866553771
663	0.1865987153
664	0.1864806154
665	0.1864132693
666	0.1863441516
667	0.1862127779
668	0.186200185
669	0.1861280876
670	0.1860425368
671	0.1859671263
672	0.1859223163
673	0.1858298402
674	0.1857347167
675	0.185670481
676	0.1856161166
677	0.1855246231
678	0.1853961981
679	0.1853397633
680	0.1852542621
681	0.1851019248
682	0.1850247781
683	0.1849271345
684	0.1848481402
685	0.1847533788
686	0.1846772938
687	0.184620591
688	0.1845037299
689	0.1844111757
690	0.184354783
691	0.1842908585
692	0.184202551
693	0.1841325153
694	0.1840536765
695	0.1840040805
696	0.1839364291
697	0.1838684577
698	0.1837521887
699	0.1836718948
