iter	Passed	Remaining
143	3770	14558
144	3803	14560
145	3837	14561
146	3874	14574
147	3901	14550
148	3924	14511
149	3948	14479
150	3974	14450
151	4001	14427
152	4029	14406
153	4055	14379
154	4080	14345
155	4106	14321
156	4131	14289
157	4158	14265
158	4187	14247
159	4213	14220
160	4237	14185
161	4261	14152
162	4286	14121
163	4311	14089
164	4337	14063
165	4363	14037
166	4389	14010
167	4414	13977
168	4440	13951
169	4466	13924
170	4499	13919
171	4608	14148
172	4638	14131
173	4667	14109
174	4697	14091
175	4723	14063
176	4750	14037
177	4777	14010
178	4801	13974
179	4826	13941
180	4852	13913
181	4877	13882
182	4904	13856
183	4927	13819
184	4953	13788
185	4984	13774
186	5009	13743
187	5037	13719
188	5064	13691
189	5091	13665
190	5117	13637
191	5144	13610
192	5173	13590
193	5200	13564
194	5226	13535
195	5255	13514
196	5281	13486
197	5305	13451
198	5333	13427
199	5358	13396
200	5383	13365
201	5408	13333
202	5434	13305
203	5459	13274
204	5486	13247
205	5511	13216
206	5539	13193
207	5568	13170
208	5599	13154
209	5627	13130
210	5653	13102
211	5680	13075
212	5706	13047
213	5731	13016
214	5756	12986
215	5780	12953
216	5808	12928
217	5834	12901
218	5860	12870
219	5884	12838
220	5910	12811
221	5938	12785
222	5961	12752
223	5987	12722
224	6012	12692
225	6036	12660
226	6064	12635
227	6092	12612
228	6120	12589
229	6150	12568
230	6182	12553
231	6209	12525
232	6237	12501
233	6261	12469
234	6286	12438
235	6308	12403
236	6336	12378
237	6361	12348
238	6386	12318
239	6411	12289
240	6435	12256
241	6460	12227
242	6485	12196
243	6507	12162
244	6533	12133
245	6559	12105
246	6586	12080
247	6628	12081
248	6656	12056
249	6682	12028
250	6708	11999
251	6732	11968
252	6757	11939
253	6784	11913
254	6809	11883
255	6835	11855
256	6861	11826
257	6888	11800
258	6914	11772
259	6937	11741
260	6963	11713
261	6989	11684
262	7013	11654
263	7039	11625
264	7066	11600
265	7090	11568
266	7115	11538
267	7141	11511
268	7175	11496
269	7206	11476
270	7238	11458
271	7263	11429
272	7290	11402
273	7317	11376
274	7343	11348
275	7367	11318
276	7391	11287
277	7415	11256
278	7441	11229
279	7464	11197
280	7489	11167
281	7513	11137
282	7538	11108
283	7564	11079
284	7592	11055
285	7615	11023
286	7641	10996
287	7668	10969
288	7692	10939
289	7716	10908
290	7741	10881
291	7766	10852
292	7795	10828
293	7821	10801
294	7850	10777
295	7875	10748
296	7898	10717
297	7922	10687
298	7947	10659
299	7972	10629
300	7997	10601
301	8021	10571
302	8048	10545
303	8072	10514
304	8096	10485
305	8122	10458
306	8150	10434
307	8176	10406
308	8199	10375
309	8226	10349
310	8250	10320
311	8273	10288
312	8295	10256
313	8319	10226
314	8342	10196
315	8366	10167
316	8390	10137
317	8413	10106
318	8438	10078
319	8463	10050
320	8488	10022
321	8514	9995
322	8540	9968
323	8563	9938
324	8586	9907
325	8609	9877
326	8639	9854
327	8666	9829
328	8693	9803
329	8716	9773
330	8742	9746
331	8766	9716
332	8791	9689
333	8815	9660
334	8840	9632
335	8865	9604
336	8890	9576
337	8914	9547
338	8941	9521
339	8967	9495
340	8993	9467
341	9018	9440
342	9044	9414
343	9068	9385
344	9093	9357
345	9118	9328
346	9142	9300
347	9167	9273
348	9191	9244
349	9213	9213
350	9239	9187
351	9264	9158
352	9287	9129
353	9313	9102
354	9337	9074
355	9360	9044
356	9386	9017
357	9410	8990
358	9436	8963
359	9462	8936
360	9489	8911
361	9515	8884
362	9540	8856
363	9566	8830
364	9591	8803
365	9616	8775
366	9643	8750
367	9668	8722
368	9693	8695
369	9718	8668
370	9746	8642
371	9770	8614
372	9795	8587
373	9817	8557
374	9845	8532
375	9870	8505
376	9892	8475
377	9917	8448
378	9939	8418
379	9964	8390
380	9986	8361
381	10013	8335
382	10038	8308
383	10063	8281
384	10085	8251
385	10111	8225
386	10137	8199
387	10161	8171
388	10186	8144
389	10210	8115
390	10236	8089
391	10260	8062
392	10285	8034
393	10310	8007
394	10336	7981
395	10362	7955
396	10384	7925
397	10408	7897
398	10434	7871
399	10460	7845
400	10485	7818
401	10511	7792
402	10536	7765
403	10560	7737
404	10585	7710
405	10610	7683
406	10634	7655
407	10660	7629
408	10687	7603
409	10714	7578
410	10739	7551
411	10763	7524
412	10789	7497
413	10816	7472
414	10843	7446
415	10867	7419
416	10890	7390
417	10911	7361
418	10940	7336
419	10967	7311
420	10993	7285
421	11018	7258
422	11044	7232
423	11067	7204
424	11089	7175
425	11114	7148
426	11159	7134
427	11188	7110
428	11215	7084
429	11242	7059
430	11269	7033
431	11293	7006
432	11316	6977
433	11338	6949
434	11363	6922
435	11388	6895
436	11412	6868
437	11437	6841
438	11465	6816
439	11491	6790
440	11515	6763
441	11540	6736
442	11566	6710
443	11593	6684
444	11619	6658
445	11644	6631
446	11667	6603
447	11692	6577
448	11719	6551
449	11745	6525
450	11777	6502
451	11800	6474
452	11827	6448
453	11851	6421
454	11877	6395
455	11902	6368
456	11927	6342
457	11952	6315
458	11977	6288
459	12004	6263
460	12027	6235
461	12053	6209
462	12078	6182
463	12105	6157
464	12132	6131
465	12158	6105
466	12180	6076
467	12205	6050
468	12229	6023
469	12254	5996
470	12279	5970
471	12303	5943
472	12327	5916
473	12351	5889
474	12377	5862
475	12404	5837
476	12431	5811
477	12473	5793
478	12499	5767
479	12524	5740
480	12551	5714
481	12578	5688
482	12605	5663
483	12632	5637
484	12659	5611
485	12685	5585
486	12712	5560
487	12738	5533
488	12762	5506
489	12788	5480
490	12815	5454
491	12843	5429
492	12869	5403
493	12902	5380
494	12931	5355
495	12960	5330
496	12987	5304
497	13012	5278
498	13039	5252
499	13064	5225
500	13089	5199
501	13115	5172
502	13142	5147
503	13167	5120
504	13192	5094
505	13214	5066
506	13238	5039
507	13261	5012
508	13285	4985
509	13310	4958
510	13335	4932
511	13359	4905
512	13383	4878
513	13409	4852
514	13436	4826
515	13461	4800
516	13489	4774
517	13516	4749
518	13544	4723
519	13569	4697
520	13595	4671
521	13618	4643
522	13643	4617
523	13670	4591
524	13697	4565
525	13722	4539
526	13747	4512
527	13770	4485
528	13797	4459
529	13822	4433
530	13846	4407
531	13868	4379
532	13892	4352
533	13917	4326
534	13946	4301
535	13974	4275
536	14000	4249
537	14024	4222
538	14048	4196
539	14073	4169
540	14100	4144
541	14125	4117
542	14152	4091
543	14177	4065
544	14200	4038
545	14225	4012
546	14250	3985
547	14273	3959
548	14299	3932
549	14323	3906
550	14347	3879
551	14371	3853
552	14396	3826
553	14422	3800
554	14451	3775
555	14476	3749
556	14502	3723
557	14529	3697
558	14563	3673
559	14605	3651
560	14632	3625
561	14660	3599
562	14690	3574
563	14734	3553
564	14759	3526
565	14782	3499
566	14808	3473
567	14832	3446
568	14858	3420
569	14885	3394
570	14910	3368
571	14937	3342
572	14962	3316
573	14985	3289
574	15011	3263
575	15035	3236
576	15061	3210
577	15086	3184
578	15113	3158
579	15141	3132
580	15165	3106
581	15189	3079
582	15214	3053
583	15241	3027
584	15272	3002
585	15296	2975
586	15322	2949
587	15344	2922
588	15368	2896
589	15388	2869
590	15409	2842
591	15431	2815
592	15459	2789
593	15484	2763
594	15510	2737
595	15535	2710
596	15563	2685
597	15589	2659
598	15616	2633
599	15643	2607
600	15668	2581
601	15692	2554
602	15718	2528
603	15744	2502
604	15772	2476
605	15798	2450
606	15825	2424
607	15852	2398
608	15879	2372
609	15906	2346
610	15933	2320
611	15960	2294
612	15985	2268
613	16007	2242
614	16035	2216
615	16060	2190
616	16089	2164
617	16114	2138
618	16141	2112
619	16167	2086
620	16194	2060
621	16221	2034
622	16246	2008
623	16269	1981
624	16294	1955
625	16321	1929
626	16346	1903
627	16369	1876
628	16393	1850
629	16419	1824
630	16445	1798
631	16471	1772
632	16498	1746
633	16520	1719
634	16547	1693
635	16571	1667
636	16598	1641
637	16626	1615
638	16651	1589
639	16679	1563
640	16707	1537
641	16733	1511
642	16759	1485
643	16785	1459
644	16810	1433
645	16836	1407
646	16872	1382
647	16901	1356
648	16933	1330
649	16962	1304
650	16989	1278
651	17017	1252
652	17046	1226
653	17072	1200
654	17100	1174
655	17128	1148
656	17156	1122
657	17180	1096
658	17208	1070
659	17238	1044
660	17264	1018
661	17291	992
662	17320	966
663	17357	941
664	17388	915
665	17423	889
666	17455	863
667	17484	837
668	17511	811
669	17541	785
670	17574	759
671	17606	733
672	17635	707
673	17665	681
674	17697	655
675	17729	629
676	17766	603
677	17807	577
678	17842	551
679	17883	525
680	17921	500
681	17958	473
682	17991	447
683	18024	421
684	18056	395
685	18090	369
686	18124	342
687	18154	316
688	18190	290
689	18224	264
690	18255	237
691	18283	211
692	18315	185
693	18358	158
694	18392	132
695	18427	105
696	18455	79
697	18485	52
698	18516	26
699	18546	0
