iter	Logloss
155	0.2483651026
156	0.2480728759
157	0.2475870284
158	0.2473294917
159	0.2467750733
160	0.2464333422
161	0.2460004819
162	0.2455901365
163	0.2451600517
164	0.2448626312
165	0.2447404941
166	0.2446169245
167	0.2444327718
168	0.2442196188
169	0.2438790894
170	0.2436203714
171	0.2434303824
172	0.243271609
173	0.2426321658
174	0.2421253539
175	0.2420024683
176	0.2418967316
177	0.241710868
178	0.2415467183
179	0.2414580654
180	0.2412486083
181	0.2411205136
182	0.2409222332
183	0.2408554472
184	0.2406118856
185	0.2404635659
186	0.2400545876
187	0.2399230323
188	0.2398169375
189	0.2394915765
190	0.2394053632
191	0.23921653
192	0.23887162
193	0.2387075558
194	0.2384499098
195	0.2382294402
196	0.2378758867
197	0.2375204807
198	0.2372620059
199	0.2371181303
200	0.2368930666
201	0.2367411213
202	0.236682368
203	0.2365547068
204	0.2359982479
205	0.2357793791
206	0.2357028112
207	0.235459502
208	0.2352224695
209	0.2348778671
210	0.2346397912
211	0.2345110979
212	0.2342927767
213	0.2339784904
214	0.2337603844
215	0.2336585251
216	0.2334367565
217	0.2332361592
218	0.233009941
219	0.2328587
220	0.2323729026
221	0.2320545875
222	0.2318332002
223	0.2316556422
224	0.2314782912
225	0.231040898
226	0.2308684165
227	0.2306877345
228	0.2304651056
229	0.2303767368
230	0.2301768583
231	0.2299076592
232	0.2297389282
233	0.2295928475
234	0.2294138463
235	0.2291158951
236	0.2289916884
237	0.2287531386
238	0.2285631241
239	0.2283992595
240	0.2281233678
241	0.2279734106
242	0.2277680355
243	0.2276478232
244	0.2274444444
245	0.2269699512
246	0.2268128884
247	0.2265748252
248	0.2264721691
249	0.2261713031
250	0.226091184
251	0.2258812043
252	0.2256378626
253	0.2255097551
254	0.2253719785
255	0.2251446907
256	0.2249656214
257	0.2247678018
258	0.2245476638
259	0.2243942617
260	0.2241876176
261	0.2239962342
262	0.2237246324
263	0.2234892772
264	0.2233277179
265	0.2231587368
266	0.2229683162
267	0.2228383823
268	0.2226525429
269	0.2224582304
270	0.2222441956
271	0.2220216858
272	0.2217081236
273	0.2214994116
274	0.2213532575
275	0.2211844278
276	0.2209483389
277	0.2205735527
278	0.2203858849
279	0.2202085157
280	0.220002165
281	0.2198544426
282	0.2196366227
283	0.2193291173
284	0.2191765448
285	0.2189363724
286	0.2187268888
287	0.2186135022
288	0.2185022866
289	0.2181394786
290	0.2179583362
291	0.2178407835
292	0.2175651184
293	0.2173964825
294	0.217131214
295	0.2168454296
296	0.2166711589
297	0.2165102898
298	0.2163354178
299	0.2162312441
300	0.2159757054
301	0.2156564245
302	0.215454537
303	0.215282619
304	0.2151466152
305	0.2150121974
306	0.2148862942
307	0.2148177811
308	0.2146181959
309	0.2145679429
310	0.2143653756
311	0.2141908684
312	0.2140548144
313	0.2138469911
314	0.2136738824
315	0.213459904
316	0.213322979
317	0.2131697678
318	0.2129563529
319	0.2128289162
320	0.212713805
321	0.2126087889
322	0.2124854363
323	0.2122375476
324	0.2118993078
325	0.2117045312
326	0.2116143255
327	0.2114730099
328	0.2113333309
329	0.2111202772
330	0.2110153316
331	0.2108636107
332	0.2106389484
333	0.2104131219
334	0.2102541954
335	0.2100392406
336	0.2099283315
337	0.2097796899
338	0.2096647079
339	0.2095043768
340	0.209441118
341	0.2093024124
342	0.2091476379
343	0.2089376046
344	0.2087143445
345	0.2084809107
346	0.2083479389
347	0.2082419539
348	0.2081450675
349	0.2079972442
350	0.207837178
351	0.2077255145
352	0.2075500972
353	0.207435317
354	0.2072657418
355	0.2072009152
356	0.2070040287
357	0.206898972
358	0.2068360691
359	0.2067376715
360	0.2065931257
361	0.2064771686
362	0.206358477
363	0.2061873706
364	0.2060384123
365	0.2058846547
366	0.2056975698
367	0.2054808933
368	0.2053107683
369	0.2051443429
370	0.2049183237
371	0.204778197
372	0.2046335719
373	0.2045072889
374	0.2043783868
375	0.2043032957
376	0.2041133801
377	0.2039793612
378	0.203822832
379	0.2037817683
380	0.2036012277
381	0.2033839533
382	0.2032750645
383	0.2030592089
384	0.2028859821
385	0.2028016581
386	0.2027624025
387	0.2026558476
388	0.2025009328
389	0.2023911752
390	0.2022658881
391	0.2021680533
392	0.2020222175
393	0.2018809031
394	0.2017930627
395	0.2016083611
396	0.2014318577
397	0.2012691423
398	0.2011220383
399	0.2010042819
400	0.2008894287
401	0.2007789411
402	0.2006274297
403	0.2004857701
404	0.2003803454
405	0.2002911269
406	0.2002325336
407	0.2000472426
408	0.1999369429
409	0.1998611489
410	0.1997375613
411	0.1996029817
412	0.1995042009
413	0.1993685114
414	0.1992612225
415	0.1990934313
416	0.1989757724
417	0.1988233899
418	0.198664072
419	0.1986090572
420	0.1985121613
421	0.1984493937
422	0.1983420019
423	0.1981742445
424	0.1980493865
425	0.1979548617
426	0.1978711356
427	0.1977454243
428	0.19768047
429	0.1975994183
430	0.1974581467
431	0.1973718647
432	0.1972036827
433	0.197038322
434	0.1969504304
435	0.1968751937
436	0.1967691135
437	0.1965920001
438	0.1964584114
439	0.1963245526
440	0.1962408435
441	0.1959974132
442	0.1958989496
443	0.1957653376
444	0.1956020935
445	0.195499772
446	0.1953565893
447	0.1952317825
448	0.1951936064
449	0.1950989173
450	0.1950195073
451	0.194878765
452	0.1947607628
453	0.1946579429
454	0.1945059073
455	0.1943350384
456	0.1942441486
457	0.1941054555
458	0.193947875
459	0.193858954
460	0.1937352147
461	0.193646159
462	0.1935238638
463	0.1934214198
464	0.193309892
465	0.1930720514
466	0.1929578807
467	0.1928471297
468	0.192737451
469	0.1926826084
470	0.1925791177
471	0.1925491098
472	0.1924515047
473	0.1923639916
474	0.1922406563
475	0.192116196
476	0.1919688191
477	0.191772738
478	0.191702063
479	0.1915559354
480	0.1914814834
481	0.1914408146
482	0.1913519728
483	0.1912386095
484	0.1911096782
485	0.190938109
486	0.1908318176
487	0.1906730182
488	0.190586021
489	0.1904699481
490	0.1903472353
491	0.1903091568
492	0.1902000048
493	0.1900906553
494	0.1899625835
495	0.1898424289
496	0.1897807874
497	0.189708535
498	0.1895905678
499	0.1894719084
500	0.1893923043
501	0.1893142279
502	0.1892093622
503	0.1890874839
504	0.1889722092
505	0.1888246947
506	0.1886318049
507	0.1884610438
508	0.1883528752
509	0.1882919065
510	0.1881822727
511	0.1881181615
512	0.1880082508
513	0.1879255349
514	0.1878094902
515	0.1876965222
516	0.1875740513
517	0.1875077023
518	0.1873742902
519	0.1872699255
520	0.1872004978
521	0.1871476195
522	0.1870749512
523	0.1869699582
524	0.1868886591
525	0.1868210945
526	0.1867201131
527	0.1866210333
528	0.1864483706
529	0.186235923
530	0.186121374
531	0.1860519015
532	0.185974298
533	0.1858919485
534	0.1858188574
535	0.1857137765
536	0.1856060118
537	0.1854938462
538	0.1853384095
539	0.1851920804
540	0.1850210103
541	0.1849619933
542	0.184812107
543	0.1847175881
544	0.1846368649
545	0.1845320165
546	0.1844459098
547	0.1842892827
548	0.1841919841
549	0.1840589358
550	0.1840042106
551	0.1838978676
552	0.1837105346
553	0.1836154218
554	0.1834958347
555	0.1833835896
556	0.1833340232
557	0.1832133708
558	0.1831405129
559	0.1830500986
560	0.1830030118
561	0.1828557136
562	0.1827943761
563	0.1826710953
564	0.1825674015
565	0.1824806799
566	0.1823922176
567	0.1823208695
568	0.1822421962
569	0.1820759654
570	0.1820302098
571	0.1818883418
572	0.1818113375
573	0.1816710999
574	0.1815904059
575	0.181434448
576	0.1813640563
577	0.1813006193
578	0.1811836966
579	0.1810164159
580	0.1808442151
581	0.1807687086
582	0.180578736
583	0.1804430271
584	0.1803755314
585	0.1802241581
586	0.1800848277
587	0.1800202549
588	0.1799690634
589	0.1798378792
590	0.1797291882
591	0.1796835654
592	0.1795703805
593	0.1795065786
594	0.1794489193
595	0.1793671702
596	0.1792698277
597	0.1792248615
598	0.1791741167
599	0.1791052331
600	0.1790552758
601	0.1789537834
602	0.1788566354
603	0.1787742828
604	0.1786623901
605	0.1785830405
606	0.1785154613
607	0.1784120087
608	0.1783193416
609	0.1781500859
610	0.1780913717
611	0.1780184488
612	0.177952959
613	0.1779072364
614	0.1778293884
615	0.1777183907
616	0.1776255518
617	0.1775554324
618	0.1774279969
619	0.1773428503
620	0.1772980098
621	0.1772515726
622	0.1771392137
623	0.1770951405
624	0.1769835108
625	0.1768783924
626	0.1767866858
627	0.1766836697
628	0.1765931791
629	0.1765502837
630	0.1764475035
631	0.1763479692
632	0.1762469977
633	0.1761128593
634	0.1760441666
635	0.1758641058
636	0.1757687943
637	0.1757234648
638	0.1756334741
639	0.1755748534
640	0.1755282581
641	0.1754296696
642	0.1753488883
643	0.1752234952
644	0.1751144964
645	0.1750145674
646	0.1749945204
647	0.1748537706
648	0.1747862603
649	0.1747270388
650	0.1746610656
651	0.1745304937
652	0.1744588472
653	0.1743518402
654	0.1742647905
655	0.1741718286
656	0.1741324447
657	0.1740376549
658	0.1739661968
659	0.1739109408
660	0.173792251
661	0.1737167697
662	0.1736445189
663	0.1735703903
664	0.1735035471
665	0.1734473118
666	0.1733359179
667	0.1733012684
668	0.1732185659
669	0.173103139
670	0.1729766408
671	0.1729466751
672	0.1728796582
673	0.1727736557
674	0.1727460955
675	0.1726770157
676	0.1725977484
677	0.1725501292
678	0.1725037603
679	0.1723852197
680	0.1722898592
681	0.1722404534
682	0.1721628159
683	0.1721063642
684	0.1720026041
685	0.171919865
686	0.1718333197
687	0.1717621102
688	0.1716720313
689	0.1716443275
690	0.1715577384
691	0.1715138032
692	0.171430689
693	0.171352476
694	0.1712335999
695	0.1712077699
696	0.1711273462
697	0.1710565642
698	0.1709582052
699	0.1709024734
