iter	Logloss
219	0.2013946593
220	0.2012788406
221	0.2010807243
222	0.2008441853
223	0.20077064
224	0.2005946513
225	0.2004447648
226	0.2002870091
227	0.2001600767
228	0.1998675861
229	0.1996633416
230	0.1995074375
231	0.1992158988
232	0.1990509792
233	0.198946355
234	0.198816046
235	0.1986729775
236	0.198535377
237	0.1982977677
238	0.1981014926
239	0.1979339725
240	0.1977430014
241	0.1975708336
242	0.1974468309
243	0.1972795562
244	0.1971867846
245	0.1969744919
246	0.1967646205
247	0.1966116466
248	0.1963909859
249	0.1962161124
250	0.1960595633
251	0.1958366711
252	0.1956616357
253	0.1955152354
254	0.1953378024
255	0.1952164949
256	0.1950979647
257	0.1949576481
258	0.1947801009
259	0.1946510433
260	0.1944468954
261	0.1941282888
262	0.1939827425
263	0.1938221251
264	0.1936799852
265	0.1934993763
266	0.1933540253
267	0.1931878865
268	0.1928494146
269	0.1927573905
270	0.1925813767
271	0.1923853729
272	0.1922214052
273	0.1921075216
274	0.1920176391
275	0.1919127258
276	0.1916689491
277	0.1915114865
278	0.1914331664
279	0.1912559035
280	0.1910862227
281	0.1909812445
282	0.1907338664
283	0.1905073601
284	0.1902859642
285	0.1901098846
286	0.1899103615
287	0.1897316853
288	0.1895606465
289	0.1894301946
290	0.1891971295
291	0.1889793302
292	0.1888628165
293	0.1886821291
294	0.1885840263
295	0.1883713211
296	0.188267674
297	0.1881117834
298	0.1879897327
299	0.1878617382
300	0.1877078269
301	0.1875036703
302	0.1874446223
303	0.1872822528
304	0.187147348
305	0.1869804366
306	0.1868295722
307	0.1867218032
308	0.1864859444
309	0.1863826175
310	0.1861194098
311	0.1859609772
312	0.1857511332
313	0.1855132201
314	0.1851860483
315	0.1850408029
316	0.1849280733
317	0.1847867842
318	0.1846652641
319	0.1845198594
320	0.1843438509
321	0.1841416375
322	0.1839990433
323	0.1838402573
324	0.1836396011
325	0.1835622633
326	0.1833755629
327	0.1832705163
328	0.1831076145
329	0.1829769387
330	0.1828275762
331	0.1826564462
332	0.1824966294
333	0.1823986719
334	0.1822926419
335	0.1822131903
336	0.1820808526
337	0.1818819256
338	0.1817467263
339	0.1816248144
340	0.1814986616
341	0.1813287531
342	0.1810749222
343	0.1809247723
344	0.1808015386
345	0.1805228008
346	0.1803697126
347	0.1803277863
348	0.1801695202
349	0.1800148919
350	0.1798138786
351	0.179635082
352	0.1794169418
353	0.179283692
354	0.179171853
355	0.1789732161
356	0.1788305532
357	0.1787009244
358	0.1785078252
359	0.1783351958
360	0.1782241388
361	0.1781131163
362	0.1779736925
363	0.1778625752
364	0.1776696465
365	0.1775274243
366	0.1773816965
367	0.1772574281
368	0.1771316819
369	0.1769752067
370	0.1768091116
371	0.1767048311
372	0.1765698334
373	0.176467907
374	0.1763469195
375	0.1762672534
376	0.1760918456
377	0.1758591687
378	0.1757170166
379	0.1755740746
380	0.1754233748
381	0.1753205479
382	0.175252535
383	0.1749974785
384	0.1748783542
385	0.174646587
386	0.1746059951
387	0.1744600719
388	0.1743073166
389	0.1741815372
390	0.1741169258
391	0.1740013553
392	0.1739036037
393	0.1737136789
394	0.173540895
395	0.1734162839
396	0.1732891387
397	0.173196414
398	0.1730220591
399	0.1729254493
400	0.1727725888
401	0.1726398402
402	0.1725198073
403	0.1723267175
404	0.1722190589
405	0.1721141341
406	0.1720094107
407	0.1718627722
408	0.1717107302
409	0.1716081327
410	0.1715299864
411	0.1714356102
412	0.1713487117
413	0.1712763179
414	0.1711766801
415	0.1710732255
416	0.1709886904
417	0.1708948
418	0.170765451
419	0.1706294422
420	0.1705410635
421	0.1703858543
422	0.1702808056
423	0.1701199428
424	0.1699701405
425	0.1698556708
426	0.1697934248
427	0.16968743
428	0.1695556067
429	0.1694133284
430	0.1693490388
431	0.1692350532
432	0.1690825958
433	0.1689692554
434	0.1688837315
435	0.16876208
436	0.1686797738
437	0.1685960629
438	0.1684628408
439	0.1683798481
440	0.1682565354
441	0.1681516339
442	0.1679625447
443	0.1679110088
444	0.1678310132
445	0.1677264975
446	0.1676164341
447	0.1675278554
448	0.1674135448
449	0.1673339851
450	0.1671763327
451	0.1670570698
452	0.1669681223
453	0.1668341219
454	0.1667643637
455	0.1666727734
456	0.1665753956
457	0.1663871865
458	0.166249977
459	0.1661791055
460	0.1661036651
461	0.1659867404
462	0.1659116611
463	0.1658215805
464	0.1657009794
465	0.1656291722
466	0.1655298231
467	0.1653777845
468	0.1652434827
469	0.1651498335
470	0.165015551
471	0.1649131442
472	0.1648355634
473	0.1646476352
474	0.1645476334
475	0.1643973745
476	0.1643239491
477	0.1642221087
478	0.1641282884
479	0.1640065659
480	0.1639187565
481	0.1637918281
482	0.1636774085
483	0.1635868619
484	0.163500074
485	0.1633630453
486	0.1632957602
487	0.1632188656
488	0.1631296922
489	0.1630584674
490	0.1629294381
491	0.1628497002
492	0.1628079344
493	0.1626885932
494	0.1626125157
495	0.1624468192
496	0.1623348699
497	0.1622415367
498	0.1621017588
499	0.1620052897
500	0.161915445
501	0.1617653095
502	0.161634959
503	0.1615176269
504	0.1614240476
505	0.1613230596
506	0.1612367054
507	0.1611454262
508	0.1610961828
509	0.1610078212
510	0.1608650808
511	0.160760354
512	0.1606960057
513	0.160613428
514	0.1605667707
515	0.1604919489
516	0.1603883018
517	0.1602952902
518	0.1601856511
519	0.160102784
520	0.1599861149
521	0.1598891082
522	0.1598308952
523	0.1597437947
524	0.1596585947
525	0.1595793367
526	0.1594380397
527	0.1593246733
528	0.1592218573
529	0.1591296483
